CODE_UIC,LIBELLE,,VOYAGEURS,COMMUNE,DEPARTEMEN,IDRESEAU,X_L93,Y_L93,X_WGS84,Y_WGS84,C_GEO,Geo Point,Gare,Typologie_de_la_gare,Segmentation_marketing,satisfaction_global,orientation_client,bien_etre_en_gare,confort_attente
87296442,Tergnier,,O,TERGNIER,AISNE,6944,721386.9136999995,6950918.8123,3.296029163054813,49.65702541631007,49.65702541631007, 3.296029163054813,BELFORT MONTBELIARD TGV,Gare A,LGV,8.44,8.98,9.3,8.8
87784207,Elne,,O,ELNE,PYRENEES-ORIENTALES,4035,696985.9051000029,6166409.1532000005,2.963323638197445,42.59738878190676,42.59738878190676, 2.963323638197445,BELFORT VILLE,Gare B,Ville,-,-,-,-
87741132,Aix-les-Bains-Le Revard,,O,AIX-LES-BAINS,SAVOIE,2831,926352.0353000015,6514020.192000002,5.908892281827733,45.68821941185765,45.68821941185765, 5.908892281827733,BELLEGARDE,Gare A,Ville,7.98,8.25,8.81,8.12
87688887,Montpellier Sud-de-France,,O,LATTES,HERAULT,172483,773793.2866000012,6277264.2711,3.913503031859993,43.59059396781462,43.59059396781462, 3.913503031859993,BESANCON FRANCHE COMTE TGV,Gare A,LGV,8.16,8.82,9.06,8.35
87393488,Dreux,,O,DREUX,EURE-ET-LOIR,4008,579866.0126999989,6848971.5075,1.36657308615931,48.72968627977277,48.72968627977277, 1.3665730861593102,BESANCON VIOTTE,Gare A,Ville,7.65,8.1,7.8,7.8
87313676,Laboissière-le-Déluge,,O,LABOISSIERE-EN-THELLE,OISE,4597,637143.7282999977,6910218.514699999,2.136162166775652,49.288495150682685,49.288495150682685, 2.1361621667756516,BOURG EN BRESSE,Gare B,Ville,7.77,8.71,8.49,8.38
87296129,Vervins,,O,VERVINS,AISNE,7179,764323.9491999969,6970501.0830999985,3.893379399194967,49.83006081663903,49.83006081663903, 3.8933793991949672,BOURG ST MAURICE,Gare B,Ville,7.64,8.99,8.62,8.3
87682401,Livry-sur-Seine,,O,LIVRY-SUR-SEINE,SEINE-ET-MARNE,5195,676286.9689999968,6823395.526000001,2.678950684970236,48.51037289873945,48.51037289873945, 2.6789506849702356,BOURGOIN JALLIEU,Gare B,Ville,-,-,-,-
87543017,Les Aubrais-Orléans,,O,FLEURY-LES-AUBRAIS,LOIRET,5049,618312.5529000014,6758997.2190000005,1.906180921730926,47.926275249867174,47.926275249867174, 1.9061809217309262,CHALON SUR SAÔNE,Gare B,Ville,-,-,-,-
87773531,Vic-Mireval,,O,VIC-LA-GARDIOLE,HERAULT,9482,764687.0700000003,6267182.192899998,3.799519790518108,43.500776527296345,43.500776527296345, 3.7995197905181075,CHAMBERY CHALLES LES EAUX,Gare A,Ville,8.1,8.18,8.41,8.28
87747485,Le Cheylas-La Buissière,,N,LE CHEYLAS,ISERE,9397,934466.617899999,6481530.860300001,5.997234672401361,45.39313502704879,45.39313502704879, 5.997234672401361,CLERMONT FERRAND,Gare A,Ville,8.34,8.55,8.6,8.32
87681510,Buno-Gironville,,O,BUNO-BONNEVAUX,ESSONNE,3438,654603.2400000021,6807957.015500002,2.387007586562321,48.37033137332853,48.37033137332853, 2.3870075865623206,DIJON VILLE,Gare A - 36,Hub,7.76,8.12,8.2,7.88
